id_registro,id_comb,id_data,nome_comb,tipo_comb,custo_comb,revenda_comb
17075,3,240,"Original Etanol ",Comum,3.28,4.1
17077,4,241,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17079,5,241,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17080,1,241,"Original gasolina",Comum,3.5,4.375
17081,2,241,"Original Diesel ",Comum,4.14,5.175
17082,3,241,"Original Etanol ",Comum,3.28,4.1
17084,4,242,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17086,5,242,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17087,1,242,"Original gasolina",Comum,3.5,4.375
17088,2,242,"Original Diesel ",Comum,4.14,5.175
17089,3,242,"Original Etanol ",Comum,3.28,4.1
17091,4,243,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17093,5,243,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17094,1,243,"Original gasolina",Comum,3.5,4.375
17095,2,243,"Original Diesel ",Comum,4.14,5.175
17096,3,243,"Original Etanol ",Comum,3.28,4.1
17098,4,244,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17100,5,244,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17101,1,244,"Original gasolina",Comum,3.5,4.375
17102,2,244,"Original Diesel ",Comum,4.14,5.175
17103,3,244,"Original Etanol ",Comum,3.28,4.1
17105,4,245,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17107,5,245,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17108,1,245,"Original gasolina",Comum,3.5,4.375
17109,2,245,"Original Diesel ",Comum,4.14,5.175
17110,3,245,"Original Etanol ",Comum,3.28,4.1
17112,4,246,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17114,5,246,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17115,1,246,"Original gasolina",Comum,3.5,4.375
17116,2,246,"Original Diesel ",Comum,4.14,5.175
17117,3,246,"Original Etanol ",Comum,3.28,4.1
17119,4,247,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17121,5,247,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17122,1,247,"Original gasolina",Comum,3.5,4.375
17123,2,247,"Original Diesel ",Comum,4.14,5.175
17124,3,247,"Original Etanol ",Comum,3.28,4.1
17126,4,248,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17128,5,248,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17129,1,248,"Original gasolina",Comum,3.5,4.375
17130,2,248,"Original Diesel ",Comum,4.14,5.175
17131,3,248,"Original Etanol ",Comum,3.28,4.1
17133,4,249,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17135,5,249,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17136,1,249,"Original gasolina",Comum,3.5,4.375
17137,2,249,"Original Diesel ",Comum,4.14,5.175
17138,3,249,"Original Etanol ",Comum,3.28,4.1
17140,4,250,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17142,5,250,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17143,1,250,"Original gasolina",Comum,3.5,4.375
17144,2,250,"Original Diesel ",Comum,4.14,5.175
17145,3,250,"Original Etanol ",Comum,3.28,4.1
17147,4,251,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17149,5,251,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17150,1,251,"Original gasolina",Comum,3.5,4.375
17151,2,251,"Original Diesel ",Comum,4.14,5.175
17152,3,251,"Original Etanol ",Comum,3.28,4.1
17154,4,252,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17156,5,252,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17157,1,252,"Original gasolina",Comum,3.5,4.375
17158,2,252,"Original Diesel ",Comum,4.14,5.175
17159,3,252,"Original Etanol ",Comum,3.28,4.1
17161,4,253,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17163,5,253,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17164,1,253,"Original gasolina",Comum,3.5,4.375
17165,2,253,"Original Diesel ",Comum,4.14,5.175
17166,3,253,"Original Etanol ",Comum,3.28,4.1
17168,4,254,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17170,5,254,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17171,1,254,"Original gasolina",Comum,3.5,4.375
17172,2,254,"Original Diesel ",Comum,4.14,5.175
17173,3,254,"Original Etanol ",Comum,3.28,4.1
17175,4,255,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17177,5,255,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17178,1,255,"Original gasolina",Comum,3.5,4.375
17179,2,255,"Original Diesel ",Comum,4.14,5.175
17180,3,255,"Original Etanol ",Comum,3.28,4.1
17182,4,256,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17184,5,256,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17185,1,256,"Original gasolina",Comum,3.5,4.375
17186,2,256,"Original Diesel ",Comum,4.14,5.175
17187,3,256,"Original Etanol ",Comum,3.28,4.1
17189,4,257,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17191,5,257,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17192,1,257,"Original gasolina",Comum,3.5,4.375
17193,2,257,"Original Diesel ",Comum,4.14,5.175
17194,3,257,"Original Etanol ",Comum,3.28,4.1
17196,4,258,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17198,5,258,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17199,1,258,"Original gasolina",Comum,3.5,4.375
17200,2,258,"Original Diesel ",Comum,4.14,5.175
17201,3,258,"Original Etanol ",Comum,3.28,4.1
17203,4,259,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17205,5,259,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17206,1,259,"Original gasolina",Comum,3.5,4.375
17207,2,259,"Original Diesel ",Comum,4.14,5.175
17208,3,259,"Original Etanol ",Comum,3.28,4.1
17210,4,260,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17212,5,260,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17213,1,260,"Original gasolina",Comum,3.5,4.375
17214,2,260,"Original Diesel ",Comum,4.14,5.175
17215,3,260,"Original Etanol ",Comum,3.28,4.1
17217,4,261,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17219,5,261,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17220,1,261,"Original gasolina",Comum,3.5,4.375
17221,2,261,"Original Diesel ",Comum,4.14,5.175
17222,3,261,"Original Etanol ",Comum,3.28,4.1
17224,4,262,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17226,5,262,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17227,1,262,"Original gasolina",Comum,3.5,4.375
17228,2,262,"Original Diesel ",Comum,4.14,5.175
17229,3,262,"Original Etanol ",Comum,3.28,4.1
17231,4,263,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17233,5,263,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17234,1,263,"Original gasolina",Comum,3.5,4.375
17235,2,263,"Original Diesel ",Comum,4.14,5.175
17236,3,263,"Original Etanol ",Comum,3.28,4.1
17238,4,264,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17240,5,264,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17241,1,264,"Original gasolina",Comum,3.5,4.375
17242,2,264,"Original Diesel ",Comum,4.14,5.175
17243,3,264,"Original Etanol ",Comum,3.28,4.1
17245,4,265,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17247,5,265,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17248,1,265,"Original gasolina",Comum,3.5,4.375
17249,2,265,"Original Diesel ",Comum,4.14,5.175
17250,3,265,"Original Etanol ",Comum,3.28,4.1
17252,4,266,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17254,5,266,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17255,1,266,"Original gasolina",Comum,3.5,4.375
17256,2,266,"Original Diesel ",Comum,4.14,5.175
17257,3,266,"Original Etanol ",Comum,3.28,4.1
17259,4,267,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17261,5,267,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17262,1,267,"Original gasolina",Comum,3.5,4.375
17263,2,267,"Original Diesel ",Comum,4.14,5.175
17264,3,267,"Original Etanol ",Comum,3.28,4.1
17266,4,268,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17268,5,268,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17269,1,268,"Original gasolina",Comum,3.5,4.375
17270,2,268,"Original Diesel ",Comum,4.14,5.175
17271,3,268,"Original Etanol ",Comum,3.28,4.1
17273,4,269,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17275,5,269,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17276,1,269,"Original gasolina",Comum,3.5,4.375
17277,2,269,"Original Diesel ",Comum,4.14,5.175
17278,3,269,"Original Etanol ",Comum,3.28,4.1
17280,4,270,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17282,5,270,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17283,1,270,"Original gasolina",Comum,3.5,4.375
17284,2,270,"Original Diesel ",Comum,4.14,5.175
17285,3,270,"Original Etanol ",Comum,3.28,4.1
17287,4,271,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17289,5,271,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17290,1,271,"Original gasolina",Comum,3.5,4.375
17291,2,271,"Original Diesel ",Comum,4.14,5.175
17292,3,271,"Original Etanol ",Comum,3.28,4.1
17294,4,272,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17296,5,272,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17297,1,272,"Original gasolina",Comum,3.5,4.375
17298,2,272,"Original Diesel ",Comum,4.14,5.175
17299,3,272,"Original Etanol ",Comum,3.28,4.1
17301,4,273,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17303,5,273,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17304,1,273,"Original gasolina",Comum,3.5,4.375
17305,2,273,"Original Diesel ",Comum,4.14,5.175
17306,3,273,"Original Etanol ",Comum,3.28,4.1
17310,5,274,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17311,1,274,"Original gasolina",Comum,3.51,4.3875
17312,2,274,"Original Diesel ",Comum,4.16,5.2
17313,3,274,"Original Etanol ",Comum,3.3,4.125
17317,5,275,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17318,1,275,"Original gasolina",Comum,3.51,4.3875
17319,2,275,"Original Diesel ",Comum,4.16,5.2
17320,3,275,"Original Etanol ",Comum,3.3,4.125
17324,5,276,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17325,1,276,"Original gasolina",Comum,3.51,4.3875
17326,2,276,"Original Diesel ",Comum,4.16,5.2
17327,3,276,"Original Etanol ",Comum,3.3,4.125
17331,5,277,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17332,1,277,"Original gasolina",Comum,3.51,4.3875
17333,2,277,"Original Diesel ",Comum,4.16,5.2
17334,3,277,"Original Etanol ",Comum,3.3,4.125
17338,5,278,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17339,1,278,"Original gasolina",Comum,3.51,4.3875
17340,2,278,"Original Diesel ",Comum,4.16,5.2
17341,3,278,"Original Etanol ",Comum,3.3,4.125
17345,5,279,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17346,1,279,"Original gasolina",Comum,3.51,4.3875
17347,2,279,"Original Diesel ",Comum,4.16,5.2
17348,3,279,"Original Etanol ",Comum,3.3,4.125
17352,5,280,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17353,1,280,"Original gasolina",Comum,3.51,4.3875
17354,2,280,"Original Diesel ",Comum,4.16,5.2
17355,3,280,"Original Etanol ",Comum,3.3,4.125
17359,5,281,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17360,1,281,"Original gasolina",Comum,3.51,4.3875
17361,2,281,"Original Diesel ",Comum,4.16,5.2
17362,3,281,"Original Etanol ",Comum,3.3,4.125
17366,5,282,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17367,1,282,"Original gasolina",Comum,3.51,4.3875
17368,2,282,"Original Diesel ",Comum,4.16,5.2
17369,3,282,"Original Etanol ",Comum,3.3,4.125
17373,5,283,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17374,1,283,"Original gasolina",Comum,3.51,4.3875
17375,2,283,"Original Diesel ",Comum,4.16,5.2
17376,3,283,"Original Etanol ",Comum,3.3,4.125
17380,5,284,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17381,1,284,"Original gasolina",Comum,3.51,4.3875
17382,2,284,"Original Diesel ",Comum,4.16,5.2
17383,3,284,"Original Etanol ",Comum,3.3,4.125
17387,5,285,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17388,1,285,"Original gasolina",Comum,3.51,4.3875
17389,2,285,"Original Diesel ",Comum,4.16,5.2
17390,3,285,"Original Etanol ",Comum,3.3,4.125
17394,5,286,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17395,1,286,"Original gasolina",Comum,3.51,4.3875
17396,2,286,"Original Diesel ",Comum,4.16,5.2
17397,3,286,"Original Etanol ",Comum,3.3,4.125
17401,5,287,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17402,1,287,"Original gasolina",Comum,3.51,4.3875
17403,2,287,"Original Diesel ",Comum,4.16,5.2
17404,3,287,"Original Etanol ",Comum,3.3,4.125
17408,5,288,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17409,1,288,"Original gasolina",Comum,3.51,4.3875
17410,2,288,"Original Diesel ",Comum,4.16,5.2
17411,3,288,"Original Etanol ",Comum,3.3,4.125
17415,5,289,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17416,1,289,"Original gasolina",Comum,3.51,4.3875
17417,2,289,"Original Diesel ",Comum,4.16,5.2
17418,3,289,"Original Etanol ",Comum,3.3,4.125
17422,5,290,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17423,1,290,"Original gasolina",Comum,3.51,4.3875
17424,2,290,"Original Diesel ",Comum,4.16,5.2
17425,3,290,"Original Etanol ",Comum,3.3,4.125
17429,5,291,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17430,1,291,"Original gasolina",Comum,3.51,4.3875
17431,2,291,"Original Diesel ",Comum,4.16,5.2
17432,3,291,"Original Etanol ",Comum,3.3,4.125
17436,5,292,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17437,1,292,"Original gasolina",Comum,3.51,4.3875
17438,2,292,"Original Diesel ",Comum,4.16,5.2
17439,3,292,"Original Etanol ",Comum,3.3,4.125
17443,5,293,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17444,1,293,"Original gasolina",Comum,3.51,4.3875
17445,2,293,"Original Diesel ",Comum,4.16,5.2
17446,3,293,"Original Etanol ",Comum,3.3,4.125
17450,5,294,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17451,1,294,"Original gasolina",Comum,3.51,4.3875
17452,2,294,"Original Diesel ",Comum,4.16,5.2
17453,3,294,"Original Etanol ",Comum,3.3,4.125
17457,5,295,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17458,1,295,"Original gasolina",Comum,3.51,4.3875
17459,2,295,"Original Diesel ",Comum,4.16,5.2
17460,3,295,"Original Etanol ",Comum,3.3,4.125
17464,5,296,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17465,1,296,"Original gasolina",Comum,3.51,4.3875
17466,2,296,"Original Diesel ",Comum,4.16,5.2
17467,3,296,"Original Etanol ",Comum,3.3,4.125
17471,5,297,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17472,1,297,"Original gasolina",Comum,3.51,4.3875
17473,2,297,"Original Diesel ",Comum,4.16,5.2
17474,3,297,"Original Etanol ",Comum,3.3,4.125
17478,5,298,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17479,1,298,"Original gasolina",Comum,3.51,4.3875
17480,2,298,"Original Diesel ",Comum,4.16,5.2
17481,3,298,"Original Etanol ",Comum,3.3,4.125
17485,5,299,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17486,1,299,"Original gasolina",Comum,3.51,4.3875
17487,2,299,"Original Diesel ",Comum,4.16,5.2
17488,3,299,"Original Etanol ",Comum,3.3,4.125
17492,5,300,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17493,1,300,"Original gasolina",Comum,3.51,4.3875
17494,2,300,"Original Diesel ",Comum,4.16,5.2
17495,3,300,"Original Etanol ",Comum,3.3,4.125
17499,5,301,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17500,1,301,"Original gasolina",Comum,3.51,4.3875
17501,2,301,"Original Diesel ",Comum,4.16,5.2
17502,3,301,"Original Etanol ",Comum,3.3,4.125
17506,5,302,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17507,1,302,"Original gasolina",Comum,3.51,4.3875
17508,2,302,"Original Diesel ",Comum,4.16,5.2
17509,3,302,"Original Etanol ",Comum,3.3,4.125
17513,5,303,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17514,1,303,"Original gasolina",Comum,3.51,4.3875
17515,2,303,"Original Diesel ",Comum,4.16,5.2
17516,3,303,"Original Etanol ",Comum,3.3,4.125
17520,5,304,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17521,1,304,"Original gasolina",Comum,3.51,4.3875
17522,2,304,"Original Diesel ",Comum,4.16,5.2
17523,3,304,"Original Etanol ",Comum,3.3,4.125
17527,5,305,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17528,1,305,"Original gasolina",Comum,3.51,4.3875
17529,2,305,"Original Diesel ",Comum,4.16,5.2
17530,3,305,"Original Etanol ",Comum,3.3,4.125
17534,5,306,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17535,1,306,"Original gasolina",Comum,3.51,4.3875
17536,2,306,"Original Diesel ",Comum,4.16,5.2
17537,3,306,"Original Etanol ",Comum,3.3,4.125
17541,5,307,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17542,1,307,"Original gasolina",Comum,3.51,4.3875
17543,2,307,"Original Diesel ",Comum,4.16,5.2
17544,3,307,"Original Etanol ",Comum,3.3,4.125
17548,5,308,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17549,1,308,"Original gasolina",Comum,3.51,4.3875
17550,2,308,"Original Diesel ",Comum,4.16,5.2
17551,3,308,"Original Etanol ",Comum,3.3,4.125
17555,5,309,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17556,1,309,"Original gasolina",Comum,3.51,4.3875
17557,2,309,"Original Diesel ",Comum,4.16,5.2
17558,3,309,"Original Etanol ",Comum,3.3,4.125
17562,5,310,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17563,1,310,"Original gasolina",Comum,3.51,4.3875
17564,2,310,"Original Diesel ",Comum,4.16,5.2
17565,3,310,"Original Etanol ",Comum,3.3,4.125
17569,5,311,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17570,1,311,"Original gasolina",Comum,3.51,4.3875
17571,2,311,"Original Diesel ",Comum,4.16,5.2
17572,3,311,"Original Etanol ",Comum,3.3,4.125
17576,5,312,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17577,1,312,"Original gasolina",Comum,3.51,4.3875
17578,2,312,"Original Diesel ",Comum,4.16,5.2
17579,3,312,"Original Etanol ",Comum,3.3,4.125
17583,5,313,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17584,1,313,"Original gasolina",Comum,3.51,4.3875
17585,2,313,"Original Diesel ",Comum,4.16,5.2
17586,3,313,"Original Etanol ",Comum,3.3,4.125
17590,5,314,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17591,1,314,"Original gasolina",Comum,3.51,4.3875
17592,2,314,"Original Diesel ",Comum,4.16,5.2
17593,3,314,"Original Etanol ",Comum,3.3,4.125
17597,5,315,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17598,1,315,"Original gasolina",Comum,3.51,4.3875
17599,2,315,"Original Diesel ",Comum,4.16,5.2
17600,3,315,"Original Etanol ",Comum,3.3,4.125
17604,5,316,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17605,1,316,"Original gasolina",Comum,3.51,4.3875
17606,2,316,"Original Diesel ",Comum,4.16,5.2
17607,3,316,"Original Etanol ",Comum,3.3,4.125
17611,5,317,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17612,1,317,"Original gasolina",Comum,3.51,4.3875
17613,2,317,"Original Diesel ",Comum,4.16,5.2
17614,3,317,"Original Etanol ",Comum,3.3,4.125
17618,5,318,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17619,1,318,"Original gasolina",Comum,3.51,4.3875
17620,2,318,"Original Diesel ",Comum,4.16,5.2
17621,3,318,"Original Etanol ",Comum,3.3,4.125
17625,5,319,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17626,1,319,"Original gasolina",Comum,3.51,4.3875
17627,2,319,"Original Diesel ",Comum,4.16,5.2
17628,3,319,"Original Etanol ",Comum,3.3,4.125
17632,5,320,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17633,1,320,"Original gasolina",Comum,3.51,4.3875
17634,2,320,"Original Diesel ",Comum,4.16,5.2
17635,3,320,"Original Etanol ",Comum,3.3,4.125
17639,5,321,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17640,1,321,"Original gasolina",Comum,3.51,4.3875
17641,2,321,"Original Diesel ",Comum,4.16,5.2
17642,3,321,"Original Etanol ",Comum,3.3,4.125
17646,5,322,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17647,1,322,"Original gasolina",Comum,3.51,4.3875
17648,2,322,"Original Diesel ",Comum,4.16,5.2
17649,3,322,"Original Etanol ",Comum,3.3,4.125
17653,5,323,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17654,1,323,"Original gasolina",Comum,3.51,4.3875
17655,2,323,"Original Diesel ",Comum,4.16,5.2
17656,3,323,"Original Etanol ",Comum,3.3,4.125
17660,5,324,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17661,1,324,"Original gasolina",Comum,3.51,4.3875
17662,2,324,"Original Diesel ",Comum,4.16,5.2
17663,3,324,"Original Etanol ",Comum,3.3,4.125
17667,5,325,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17668,1,325,"Original gasolina",Comum,3.51,4.3875
17669,2,325,"Original Diesel ",Comum,4.16,5.2
17670,3,325,"Original Etanol ",Comum,3.3,4.125
17674,5,326,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17675,1,326,"Original gasolina",Comum,3.51,4.3875
17676,2,326,"Original Diesel ",Comum,4.16,5.2
17677,3,326,"Original Etanol ",Comum,3.3,4.125
17681,5,327,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17682,1,327,"Original gasolina",Comum,3.51,4.3875
17683,2,327,"Original Diesel ",Comum,4.16,5.2
17684,3,327,"Original Etanol ",Comum,3.3,4.125
17688,5,328,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17689,1,328,"Original gasolina",Comum,3.51,4.3875
17690,2,328,"Original Diesel ",Comum,4.16,5.2
17691,3,328,"Original Etanol ",Comum,3.3,4.125
17695,5,329,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17696,1,329,"Original gasolina",Comum,3.51,4.3875
17697,2,329,"Original Diesel ",Comum,4.16,5.2
17698,3,329,"Original Etanol ",Comum,3.3,4.125
17702,5,330,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17703,1,330,"Original gasolina",Comum,3.51,4.3875
17704,2,330,"Original Diesel ",Comum,4.16,5.2
17705,3,330,"Original Etanol ",Comum,3.3,4.125
17709,5,331,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17710,1,331,"Original gasolina",Comum,3.51,4.3875
17711,2,331,"Original Diesel ",Comum,4.16,5.2
17712,3,331,"Original Etanol ",Comum,3.3,4.125
17716,5,332,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17717,1,332,"Original gasolina",Comum,3.51,4.3875
17718,2,332,"Original Diesel ",Comum,4.16,5.2
17719,3,332,"Original Etanol ",Comum,3.3,4.125
17723,5,333,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17724,1,333,"Original gasolina",Comum,3.51,4.3875
17725,2,333,"Original Diesel ",Comum,4.16,5.2
17726,3,333,"Original Etanol ",Comum,3.3,4.125
17730,5,334,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17731,1,334,"Original gasolina",Comum,3.51,4.3875
17732,2,334,"Original Diesel ",Comum,4.16,5.2
17733,3,334,"Original Etanol ",Comum,3.3,4.125
17737,5,335,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17738,1,335,"Original gasolina",Comum,3.51,4.3875
17739,2,335,"Original Diesel ",Comum,4.16,5.2
17740,3,335,"Original Etanol ",Comum,3.3,4.125
17744,5,336,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17745,1,336,"Original gasolina",Comum,3.51,4.3875
17746,2,336,"Original Diesel ",Comum,4.16,5.2
17747,3,336,"Original Etanol ",Comum,3.3,4.125
17751,5,337,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17752,1,337,"Original gasolina",Comum,3.51,4.3875
17753,2,337,"Original Diesel ",Comum,4.16,5.2
17754,3,337,"Original Etanol ",Comum,3.3,4.125
17758,5,338,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17759,1,338,"Original gasolina",Comum,3.51,4.3875
17760,2,338,"Original Diesel ",Comum,4.16,5.2
17761,3,338,"Original Etanol ",Comum,3.3,4.125
17765,5,339,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17766,1,339,"Original gasolina",Comum,3.51,4.3875
17767,2,339,"Original Diesel ",Comum,4.16,5.2
17768,3,339,"Original Etanol ",Comum,3.3,4.125
17772,5,340,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17773,1,340,"Original gasolina",Comum,3.51,4.3875
17774,2,340,"Original Diesel ",Comum,4.16,5.2
17775,3,340,"Original Etanol ",Comum,3.3,4.125
17779,5,341,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17780,1,341,"Original gasolina",Comum,3.51,4.3875
17781,2,341,"Original Diesel ",Comum,4.16,5.2
17782,3,341,"Original Etanol ",Comum,3.3,4.125
17786,5,342,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17787,1,342,"Original gasolina",Comum,3.51,4.3875
17788,2,342,"Original Diesel ",Comum,4.16,5.2
17789,3,342,"Original Etanol ",Comum,3.3,4.125
17793,5,343,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17794,1,343,"Original gasolina",Comum,3.51,4.3875
17795,2,343,"Original Diesel ",Comum,4.16,5.2
17796,3,343,"Original Etanol ",Comum,3.3,4.125
17800,5,344,"Ipimax Etanol Aditivado",Aditivado,4.37,5.4625
17801,1,344,"Original gasolina",Comum,3.51,4.3875
17802,2,344,"Original Diesel ",Comum,4.16,5.2
